,Recent,frequency,totalamount,OrderStatus,PaymentMethod,City,State
0,-0.8140286071860405,0.40281241347304314,0.5148433772480878,-0.03844636454641024,1.4581603189465175,1.2428327623376902,-1.5717727246831699
1,-0.947398069634499,0.40281241347304314,0.3682764846316781,-0.03844636454641024,0.7570337995398727,-1.6396429900337604,-1.2176754686648397
2,2.9870010725950285,0.40281241347304314,1.004019538264256,-0.7417679324871631,-0.645219239273417,-0.9190240519408976,1.615102579481802
3,-0.5139473166770088,-0.0074061526481252245,0.15745626663815895,-0.7417679324871631,0.7570337995398727,1.6031422313841217,-0.15538370060984905
4,3.087028169431372,-1.6482804171327987,-1.5192441908017769,1.3681967713350955,0.05590728013322788,0.5222138242448277,-1.5717727246831699
5,0.6196931141348888,-0.4176247187692936,-0.5757303852477549,-0.7417679324871631,0.05590728013322788,0.5222138242448277,1.615102579481802
6,1.5532793512740988,-1.2380618510116304,-1.066639315178938,-1.445089500427916,0.7570337995398727,1.2428327623376902,1.615102579481802
7,-0.48060495106489415,-0.4176247187692936,-0.3969311733016309,1.3681967713350955,1.4581603189465175,1.2428327623376902,-1.5717727246831699
8,0.5530083829106596,-0.0074061526481252245,0.1925765341595652,0.6648752033943427,0.7570337995398727,-0.5587145828944663,0.9069080674451415
9,1.886703007395245,-0.8278432848904619,-0.8146693573418461,0.6648752033943427,1.4581603189465175,0.882523293291259,-0.15538370060984905
10,0.08621526434105468,1.2232495457153798,0.8421113013514921,1.3681967713350955,0.7570337995398727,-0.5587145828944663,-1.5717727246831699
11,-0.5139473166770088,-0.8278432848904619,-1.0117964746410983,0.6648752033943427,0.05590728013322788,0.5222138242448277,-0.15538370060984905
12,1.153170963928723,-0.4176247187692936,-1.0286874496744582,-0.03844636454641024,0.05590728013322788,0.16190435519839633,-0.8635782126465095
13,-0.5139473166770088,0.8130309795942114,0.7671796114411995,-1.445089500427916,1.4581603189465175,-0.198405113848035,-1.5717727246831699
14,1.1198285983166083,-0.8278432848904619,-0.8101331655480664,-0.7417679324871631,0.7570337995398727,-1.6396429900337604,-0.15538370060984905
15,3.4537941911646333,-2.058498983253967,-1.5205684207043086,1.3681967713350955,-0.645219239273417,-0.9190240519408976,1.2610053234634717
16,-1.0140828008587284,0.8130309795942114,0.34128473470347337,-0.7417679324871631,0.7570337995398727,0.5222138242448277,-1.2176754686648397
17,0.019530533116825406,-0.8278432848904619,-0.9107605505883408,-0.03844636454641024,0.05590728013322788,0.5222138242448277,0.9069080674451415
18,-0.6473167791254674,1.2232495457153798,0.7176759531699514,0.6648752033943427,1.4581603189465175,-0.198405113848035,-0.8635782126465095
19,0.15289999556528394,0.8130309795942114,0.9441615291593808,-0.03844636454641024,1.4581603189465175,1.6031422313841217,-0.15538370060984905
20,0.2862694580137425,-0.4176247187692936,-0.2869355660785507,-0.7417679324871631,0.05590728013322788,-1.2793335209873289,-0.15538370060984905
21,0.25292709240162786,-0.4176247187692936,-0.14958193257124627,0.6648752033943427,-0.645219239273417,0.882523293291259,0.9069080674451415
22,0.4529812860743157,-1.2380618510116304,-1.0984067452875506,1.3681967713350955,1.4581603189465175,-1.6396429900337604,1.2610053234634717
23,-0.4472625854527795,0.40281241347304314,0.48001894832192815,0.6648752033943427,0.7570337995398727,0.16190435519839633,1.2610053234634717
24,0.019530533116825406,-1.2380618510116304,-1.4770660596509184,-1.445089500427916,1.4581603189465175,-0.5587145828944663,-0.15538370060984905
25,-0.7140015103496966,1.2232495457153798,1.342163052631008,-0.7417679324871631,1.4581603189465175,0.16190435519839633,-0.15538370060984905
26,-0.6139744135133527,-0.4176247187692936,-0.633996500959161,-0.7417679324871631,0.7570337995398727,-0.198405113848035,0.9069080674451415
27,0.5530083829106596,0.40281241347304314,0.27070609840895093,-0.03844636454641024,1.4581603189465175,-0.5587145828944663,1.615102579481802
28,-0.9140557040223845,0.40281241347304314,0.4813431782244602,-0.7417679324871631,-1.3463457586800618,0.5222138242448277,-1.5717727246831699
29,3.5204789223888624,-1.6482804171327987,-1.535628013957571,-0.7417679324871631,0.05590728013322788,-1.6396429900337604,-0.8635782126465095
30,-0.9140557040223845,-0.0074061526481252245,-0.8967575237466731,-0.7417679324871631,-1.3463457586800618,-1.2793335209873289,-1.5717727246831699
31,0.1862423611773986,-0.8278432848904619,-0.8138381917647249,1.3681967713350955,-0.645219239273417,0.5222138242448277,0.19871355540848118
32,0.3862965548500864,-0.4176247187692936,-0.4935717810821547,0.6648752033943427,0.05590728013322788,-0.198405113848035,-0.15538370060984905
33,-0.48060495106489415,1.6334681118365482,0.5847598985913446,-0.7417679324871631,1.4581603189465175,1.6031422313841217,1.2610053234634717
34,-0.7806862415739259,0.40281241347304314,0.9600241128854548,-0.03844636454641024,-0.645219239273417,-0.198405113848035,-1.5717727246831699
35,-0.9140557040223845,0.8130309795942114,2.1084554520802206,0.6648752033943427,-0.645219239273417,1.2428327623376902,-0.15538370060984905
36,0.1862423611773986,-1.6482804171327987,-1.409826173217035,-1.445089500427916,-1.3463457586800618,1.6031422313841217,-0.8635782126465095
